dataset,baseline,metric,mean,sample_sd,seed_ids_json,seed_values_json
unsw,EasyEnsemble,default_attack_recall,0.9986543722,0.0000000000,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9986543721874173, 0.9986543721874173, 0.9986543721874173, 0.9986543721874173, 0.9986543721874173, 0.9986543721874173, 0.9986543721874173, 0.9986543721874173, 0.9986543721874173, 0.9986543721874173]"
unsw,EasyEnsemble,false_alerts_per_10000_benign,5374.2432432432,85.2879652119,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[5258.378378378378, 5425.405405405405, 5272.7027027027025, 5376.486486486487, 5344.864864864865, 5510.0, 5310.27027027027, 5436.216216216216, 5475.135135135135, 5332.972972972973]"
unsw,EasyEnsemble,attack_recall_at_validation_1pct_fpr,0.3243315980,0.1763617563,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.33342892438012883, 0.2650225006617842, 0.3633856878143475, 0.19520427071384452, 0.16683578928792023, 0.5818627018441719, 0.1868437306979617, 0.2738242301244154, 0.19401305920762377, 0.6828950851495632]"
unsw,EasyEnsemble,attack_precision_at_validation_1pct_fpr,0.9133122136,0.0348607772,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9275282277859598, 0.9114634701464229, 0.9480863309352519, 0.8675490196078431, 0.8738301559792028, 0.9530984643179765, 0.9042382833351126, 0.904408014571949, 0.8767819758747881, 0.9661381936208726]"
unsw,EasyEnsemble,test_fpr_at_validation_1pct_fpr,0.0311378378,0.0043229437,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.03191891891891892, 0.03154054054054054, 0.02437837837837838, 0.036513513513513514, 0.029513513513513515, 0.03508108108108108, 0.024243243243243243, 0.03545945945945946, 0.0334054054054054, 0.029324324324324323]"
unsw,EasyEnsemble,threshold_false_alerts_per_10000_benign,311.3783783784,43.2294366097,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[319.18918918918916, 315.4054054054054, 243.78378378378378, 365.13513513513516, 295.13513513513516, 350.81081081081084, 242.43243243243242, 354.5945945945946, 334.05405405405406, 293.2432432432432]"
nslkdd,DecisionTree,accuracy,0.7632230305,0.0151245153,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7625088715400994, 0.7920954577714692, 0.7680535841022001, 0.7823367636621718, 0.7485805535841022, 0.7664123491838183, 0.747249822569198, 0.7617991483321505, 0.7580731014904187, 0.7451206529453513]"
nslkdd,DecisionTree,balanced_accuracy,0.5054336712,0.0143967531,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5010005573634202, 0.5236493291221507, 0.5129481447275468, 0.5338288902417653, 0.4934784216458895, 0.5064798343814402, 0.4915026276427425, 0.5055833043606666, 0.49242401454491225, 0.4934415879693453]"
nslkdd,DecisionTree,macro_precision,0.8267434875,0.0294467747,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8393037650123757, 0.8415669394407541, 0.8334013104062168, 0.8290345079292308, 0.8826803287134688, 0.7722833262665132, 0.7963731296681313, 0.8355345424007876, 0.8273105605796502, 0.8099464647404571]"
nslkdd,DecisionTree,macro_recall,0.5054336712,0.0143967531,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5010005573634202, 0.5236493291221507, 0.5129481447275468, 0.5338288902417653, 0.4934784216458895, 0.5064798343814402, 0.4915026276427425, 0.5055833043606666, 0.49242401454491225, 0.4934415879693453]"
nslkdd,DecisionTree,macro_f1,0.5113358838,0.0159409111,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5109575976260221, 0.5314600097218357, 0.5244886640898523, 0.5326748666924369, 0.506244826473111, 0.5091233081503745, 0.4940211621276255, 0.5215134368047465, 0.49514242915019757, 0.48773253744169026]"
nslkdd,DecisionTree,weighted_f1,0.7220217437,0.0147299262,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7208248121887998, 0.7507401780364282, 0.7284954659889522, 0.73959405900558, 0.7081107088507812, 0.7250011312264902, 0.7056808318478116, 0.7204761008627537, 0.715405531904968, 0.7058886172586333]"
nslkdd,DecisionTree,mcc,0.6555533004,0.0232458474,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6558536998357971, 0.6985538663373275, 0.6647008176991444, 0.6846393443685007, 0.6364559093017264, 0.6594173360661765, 0.6319119643532533, 0.6545747054339962, 0.6464671784160145, 0.6229581823009466]"
nslkdd,DecisionTree,log_loss,8.2382610731,0.5152437807,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[8.270069930010767, 7.301763312701046, 8.18972237280821, 7.516248184359628, 8.728271446609876, 8.11498648374815, 8.692970348509997, 8.233477936719899, 8.387444902366944, 8.947655813163205]"
nslkdd,DecisionTree,macro_roc_auc_ovr,0.7266718767,0.0072824935,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7217628357583761, 0.7346966437977407, 0.7252105876532273, 0.7432803732392924, 0.7219804993284841, 0.7253937112041484, 0.72062323695458, 0.7294863498129812, 0.7230518008106375, 0.7212327285080129]"
nslkdd,DecisionTree,macro_pr_auc_ovr,0.4713099987,0.0148472986,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.4698287562721225, 0.4878684363221841, 0.4771747552116182, 0.49309050258179915, 0.47188232124604657, 0.47531162482607925, 0.45315612846114195, 0.477764595654638, 0.4629368136122533, 0.4440860531909469]"
nslkdd,DecisionTree,attack_pr_auc,0.8496833127,0.0127003826,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8344867515361145, 0.854000472488195, 0.8335149945855355, 0.8549315839145698, 0.8578014526166315, 0.860929225525485, 0.8625477041548132, 0.8561599223404761, 0.8548402807385643, 0.8276207389831306]"
nslkdd,DecisionTree,default_attack_recall,0.6459985974,0.0246453909,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6282241097171355, 0.6784851554585833, 0.634302189667264, 0.6766929011143147, 0.6022753837762019, 0.6632899555832619, 0.6351593547884361, 0.6276786410036624, 0.6494194654406608, 0.6644588171121328]"
nslkdd,DecisionTree,false_alerts_per_10000_benign,333.3333333333,158.9141075341,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[273.91617753063537, 280.0947379260632, 292.45185871691893, 288.3328184533004, 269.7971372670168, 285.24353825558643, 275.97569766244465, 278.0352177942539, 304.80897950777467, 784.6771702193389]"
nslkdd,DecisionTree,attack_recall_at_validation_1pct_fpr,0.7204005299,0.0279390586,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.670926517571885, 0.7159666484843762, 0.669212187329541, 0.7217330320268059, 0.7402789682848905, 0.7391880308579444, 0.7436297046676537, 0.7326424062962674, 0.7297592145250525, 0.7406685887945141]"
nslkdd,DecisionTree,attack_precision_at_validation_1pct_fpr,0.9220760182,0.0030266667,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9181062060140754, 0.9210104250200482, 0.9168356997971603, 0.920675944333996, 0.9250243427458618, 0.9248318221702252, 0.9258756185116911, 0.922397723928186, 0.921661253813601, 0.9243411455800836]"
nslkdd,DecisionTree,test_fpr_at_validation_1pct_fpr,0.0803521779,0.0012612401,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.07908557306147668, 0.08114509319328596, 0.08021830913397178, 0.0821748532591906, 0.0792915250746576, 0.07939450108124807, 0.07867366903511482, 0.08145402121305735, 0.08196890124600968, 0.08011533312738132]"
nslkdd,DecisionTree,threshold_false_alerts_per_10000_benign,803.5217794254,12.6124006948,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[790.8557306147668, 811.4509319328596, 802.1830913397179, 821.748532591906, 792.915250746576, 793.9450108124807, 786.7366903511481, 814.5402121305735, 819.6890124600968, 801.1533312738133]"
nslkdd,RandomForest,accuracy,0.7462251597,0.0038962152,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7441891412349184, 0.7491128459900639, 0.7399751596877218, 0.7427696948190206, 0.7459190915542938, 0.7507540809084458, 0.7432132718239887, 0.7496894960965224, 0.7449432221433641, 0.7516855926188787]"
nslkdd,RandomForest,balanced_accuracy,0.4812506642,0.0047921553,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.4758639369579642, 0.48430850929122854, 0.4729425659491355, 0.478427187268642, 0.48349825822518816, 0.48671594853822275, 0.47700756346758266, 0.4846934489914103, 0.48292713507144114, 0.4861220879345531]"
nslkdd,RandomForest,macro_precision,0.8060851524,0.0261885905,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7521465228152502, 0.7891133440089101, 0.7781745129868346, 0.8082687829308781, 0.8036572582846615, 0.8231306161177822, 0.8163868801289524, 0.8243748917691842, 0.8291244294737942, 0.8364742854355178]"
nslkdd,RandomForest,macro_recall,0.4812506642,0.0047921553,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.4758639369579642, 0.48430850929122854, 0.4729425659491355, 0.478427187268642, 0.48349825822518816, 0.48671594853822275, 0.47700756346758266, 0.4846934489914103, 0.48292713507144114, 0.4861220879345531]"
nslkdd,RandomForest,macro_f1,0.4881097844,0.0077043936,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.47624848081974014, 0.49348041163855105, 0.4757879541460735, 0.48632814357247456, 0.49164030223251076, 0.4962941507260349, 0.48127797492990415, 0.4924518920332499, 0.49359350959583487, 0.4939950247895902]"
nslkdd,RandomForest,weighted_f1,0.7033057520,0.0054805931,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6978063064490978, 0.708266961642037, 0.6942319291868944, 0.6999409911093704, 0.7043982471266286, 0.7104627951414642, 0.6986816534779331, 0.7065356833869496, 0.703296369553515, 0.7094365825527043]"
nslkdd,RandomForest,mcc,0.6336182904,0.0055825338,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6306303631847491, 0.6378011295024629, 0.6245924462354344, 0.6288217571975441, 0.6331583234197311, 0.6401587569342415, 0.629326462904449, 0.638607684675209, 0.6317380517459898, 0.6413479277868188]"
nslkdd,RandomForest,log_loss,1.9056822384,0.1506609357,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[1.8447318826265748, 1.8298673650693127, 1.9767311371641503, 2.015598410123301, 2.1825382515005693, 1.60063537916102, 1.933248949566057, 1.9574913079414167, 1.8578542151858661, 1.858125485273113]"
nslkdd,RandomForest,macro_roc_auc_ovr,0.8872492420,0.0117852991,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8787620251759909, 0.8922756145513256, 0.8791799290188583, 0.8856264530488097, 0.8740019860269989, 0.8891588108489327, 0.908590263326744, 0.8790546213710417, 0.9055491430178648, 0.88029357342546]"
nslkdd,RandomForest,macro_pr_auc_ovr,0.7115741974,0.0049959852,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7059011989466196, 0.7183166638249321, 0.7043227555861918, 0.7111662740044578, 0.7080149247587209, 0.7186731261637845, 0.7140068388548927, 0.7139285504330595, 0.7076881108961314, 0.7137235306451238]"
nslkdd,RandomForest,attack_pr_auc,0.9629987129,0.0009726289,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9639268100279446, 0.9631101997148019, 0.9622173668466607, 0.963715309801251, 0.9616235874108777, 0.9624349840568621, 0.9619389718506095, 0.9632141591819078, 0.9630359716233152, 0.9647697687645367]"
nslkdd,RandomForest,default_attack_recall,0.5921842126,0.0067701103,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5895737551624718, 0.5965090002337723, 0.5813917244603756, 0.5847424608431387, 0.5937037325644822, 0.5994701161069119, 0.5867684874931817, 0.5976778617626431, 0.5900412997740201, 0.601963687368503]"
nslkdd,RandomForest,false_alerts_per_10000_benign,260.8382246936,1.6850908192,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[260.52929667387497, 260.52929667387497, 261.55905673977963, 260.52929667387497, 258.4697765420657, 263.6185768715889, 260.52929667387497, 259.49953660797036, 263.6185768715889, 259.49953660797036]"
nslkdd,RandomForest,attack_recall_at_validation_1pct_fpr,0.8985584041,0.0111678406,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9042312787345126, 0.8992441362113301, 0.8852177978648796, 0.880854048157095, 0.902127327982545, 0.9082054079326736, 0.9032182654094911, 0.8941790695862231, 0.8902049403880621, 0.9181017688771137]"
nslkdd,RandomForest,attack_precision_at_validation_1pct_fpr,0.9215846120,0.0009984221,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9205870686235621, 0.92106313353021, 0.9226021278323723, 0.9222485110549073, 0.9213688818145642, 0.9209798498617148, 0.9201397158053505, 0.9211688207433572, 0.9224061364553896, 0.9232818744612491]"
nslkdd,RandomForest,test_fpr_at_validation_1pct_fpr,0.1010400577,0.0020224586,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.10307898259705489, 0.10184327051796932, 0.09813613428071259, 0.09813613428071259, 0.10174029451137885, 0.10297600659046442, 0.10359386263000721, 0.10112243847183607, 0.09895994233343632, 0.10081351045206467]"
nslkdd,RandomForest,threshold_false_alerts_per_10000_benign,1010.4005766656,20.2245855668,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[1030.789825970549, 1018.4327051796931, 981.361342807126, 981.361342807126, 1017.4029451137885, 1029.7600659046443, 1035.938626300072, 1011.2243847183606, 989.5994233343631, 1008.1351045206467]"
nslkdd,ExtraTrees,accuracy,0.7680713272,0.0023238995,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7665010645848119, 0.7706263307310149, 0.7669002838892832, 0.7667672107877928, 0.7645936834634492, 0.7706263307310149, 0.7669002838892832, 0.7664123491838183, 0.7708481192334989, 0.7705376153300213]"
nslkdd,ExtraTrees,balanced_accuracy,0.5133769118,0.0040013844,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5119389098382325, 0.5158306579182665, 0.5109562651952403, 0.5099111177702144, 0.5082866245922095, 0.5180839267032014, 0.5101672168524973, 0.5113982519955448, 0.5177812471392388, 0.5194148995230659]"
nslkdd,ExtraTrees,macro_precision,0.8208348394,0.0055377252,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8176796640889407, 0.8153601717922567, 0.8238368577199383, 0.8203613098745999, 0.8100970036455737, 0.8272870339595798, 0.8199857261718261, 0.8204979745752053, 0.8276462367151914, 0.8255964156596042]"
nslkdd,ExtraTrees,macro_recall,0.5133769118,0.0040013844,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5119389098382325, 0.5158306579182665, 0.5109562651952403, 0.5099111177702144, 0.5082866245922095, 0.5180839267032014, 0.5101672168524973, 0.5113982519955448, 0.5177812471392388, 0.5194148995230659]"
nslkdd,ExtraTrees,macro_f1,0.5192331967,0.0060968002,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5124621679910909, 0.5233995081753043, 0.5159956422109035, 0.5166115640843258, 0.5149274044278102, 0.5293730861609262, 0.5134000476480018, 0.5150338615901097, 0.5249338666969543, 0.5261948179924079]"
nslkdd,ExtraTrees,weighted_f1,0.7259538230,0.0040185581,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7210014043947219, 0.7301879715734793, 0.7244725605047673, 0.7243739200275594, 0.721632988178666, 0.731653322816239, 0.7238100292301147, 0.7226570104215834, 0.7305195914761982, 0.7292294312606127]"
nslkdd,ExtraTrees,mcc,0.6649517301,0.0034272801,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.662928617950681, 0.6686385050145681, 0.6631884858168025, 0.6628131307510855, 0.6596397949378917, 0.6685364635723942, 0.6633661166686823, 0.6626048853407757, 0.6690897911974989, 0.6687115095540673]"
nslkdd,ExtraTrees,log_loss,2.2618996460,0.1136535273,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[2.271353576309933, 2.0712430839403755, 2.2284079221206934, 2.300948254076453, 2.3946825880054092, 2.3816444683792857, 2.129763103639606, 2.1827764874293445, 2.250193069201291, 2.407983907182023]"
nslkdd,ExtraTrees,macro_roc_auc_ovr,0.8736112120,0.0030997108,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8718118993492686, 0.8787894987362748, 0.8767649747194506, 0.8715912548426974, 0.8698924551336018, 0.8687140752046376, 0.874413456540284, 0.8743732366198465, 0.8751423539985096, 0.874618914592858]"
nslkdd,ExtraTrees,macro_pr_auc_ovr,0.6894642866,0.0037751880,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6909341207579166, 0.6870841104800073, 0.6887018066660703, 0.6923768877865678, 0.6909520052430849, 0.6810694152860524, 0.6941476522102392, 0.6903867040330265, 0.6866751265887912, 0.6923150368973713]"
nslkdd,ExtraTrees,attack_pr_auc,0.9593382461,0.0005247272,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9593990700432845, 0.9600124290322083, 0.9598808550937832, 0.9589001997834808, 0.9582323802385442, 0.9593215068538944, 0.959754426655935, 0.959328274734186, 0.9595310265517902, 0.9590222917128473]"
nslkdd,ExtraTrees,default_attack_recall,0.6368425154,0.0037648445,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6346918101768877, 0.6409257383308657, 0.6350814306865114, 0.6341463414634146, 0.6312631496921998, 0.640847814228941, 0.6347697342788124, 0.634302189667264, 0.6410815865347151, 0.6413153588404894]"
nslkdd,ExtraTrees,false_alerts_per_10000_benign,278.0352177943,3.2923705237,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[280.0947379260632, 272.8864174647307, 279.0649778601586, 283.18401812377715, 280.0947379260632, 275.97569766244465, 272.8864174647307, 280.0947379260632, 278.0352177942539, 278.0352177942539]"
nslkdd,ExtraTrees,attack_recall_at_validation_1pct_fpr,0.8998207746,0.0065665358,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9006467700459753, 0.9016597833709966, 0.8943349177900725, 0.8935556767708253, 0.9053222161614587, 0.905555988467233, 0.9057897607730071, 0.8929322839554275, 0.8900490921842126, 0.9083612561365231]"
nslkdd,ExtraTrees,attack_precision_at_validation_1pct_fpr,0.9262173499,0.0012919959,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9258992229432027, 0.9268663889778918, 0.9278092158447858, 0.9270757539008813, 0.9283260087894527, 0.9263451574332403, 0.9250358109183511, 0.9250080723280594, 0.925382808069351, 0.9244250594766059]"
nslkdd,ExtraTrees,test_fpr_at_validation_1pct_fpr,0.0947276285,0.0019798608,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.09525280609617959, 0.09401709401709402, 0.09195757388528474, 0.09288435794459891, 0.09236947791164658, 0.09514983008958913, 0.09700339820821749, 0.09566471012254145, 0.09484090206981773, 0.09813613428071259]"
nslkdd,ExtraTrees,threshold_false_alerts_per_10000_benign,947.2762846257,19.7986083513,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[952.5280609617959, 940.1709401709402, 919.5757388528473, 928.8435794459891, 923.6947791164658, 951.4983008958912, 970.0339820821748, 956.6471012254145, 948.4090206981773, 981.361342807126]"
nslkdd,BalancedRandomForest,accuracy,0.7744898864,0.0039039509,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7720457771469127, 0.7760823278921221, 0.7784332860184529, 0.7732877927608233, 0.7709368346344926, 0.7830021291696239, 0.7739531582682754, 0.7708037615330021, 0.7753282469836764, 0.7710255500354861]"
nslkdd,BalancedRandomForest,balanced_accuracy,0.6009604568,0.0048901993,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5969702564717622, 0.604758111970258, 0.6070600206174944, 0.5981515977073059, 0.5966052688317285, 0.6086079019647348, 0.6015787699058307, 0.5933062350704141, 0.6025400553182687, 0.600026349692315]"
nslkdd,BalancedRandomForest,macro_precision,0.6992088479,0.0055026557,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6913404190657425, 0.6979449452961713, 0.704780316057736, 0.699667335856865, 0.6917438834276048, 0.7046960706806367, 0.7019156962011828, 0.702143567546352, 0.7050852063687689, 0.6927710387099854]"
nslkdd,BalancedRandomForest,macro_recall,0.6009604568,0.0048901993,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5969702564717622, 0.604758111970258, 0.6070600206174944, 0.5981515977073059, 0.5966052688317285, 0.6086079019647348, 0.6015787699058307, 0.5933062350704141, 0.6025400553182687, 0.600026349692315]"
nslkdd,BalancedRandomForest,macro_f1,0.6089332364,0.0063138872,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6016263749951357, 0.6099652559958774, 0.6151122783470179, 0.6070467250919941, 0.604564407058697, 0.6165116059934777, 0.6097511259606264, 0.6085260326808488, 0.617703264106113, 0.5985252935888856]"
nslkdd,BalancedRandomForest,weighted_f1,0.7618053383,0.0041155631,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.759413305099371, 0.7641424403910351, 0.7658503292545168, 0.7597460722273294, 0.7602797331211136, 0.7707850650083252, 0.7594160156057165, 0.7567601145907056, 0.7623510520851855, 0.7593092551486736]"
nslkdd,BalancedRandomForest,mcc,0.6708348881,0.0062797820,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6662778226889966, 0.6737558943115747, 0.6780227569411998, 0.6689429155699159, 0.665371585299304, 0.6840456141210439, 0.6695452274639617, 0.6637025959531154, 0.671465558371759, 0.667218910234093]"
nslkdd,BalancedRandomForest,log_loss,0.6127302869,0.0193507665,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6461011413180753, 0.5934928916129586, 0.6184982300047512, 0.628174883355725, 0.6150246728558533, 0.5975217276733187, 0.6058005531538172, 0.6094204054683633, 0.5816871637462779, 0.6315812002414114]"
nslkdd,BalancedRandomForest,macro_roc_auc_ovr,0.9371571885,0.0053505420,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9340338723518051, 0.9438983479454143, 0.938315988093114, 0.930723863253492, 0.9338740908458483, 0.9429477659044789, 0.9319728793246306, 0.9347877901056233, 0.9460068590313832, 0.9350104277811712]"
nslkdd,BalancedRandomForest,macro_pr_auc_ovr,0.7115656850,0.0061935404,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7043837681050312, 0.7204646213069527, 0.7058636196511877, 0.7070923640237113, 0.7098343962511537, 0.7117685422327942, 0.7175913886479142, 0.7081737505609668, 0.7217251764581182, 0.7087592227786812]"
nslkdd,BalancedRandomForest,attack_pr_auc,0.9664118247,0.0010961896,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9653899786324506, 0.9672585263342743, 0.9654186662299383, 0.9655139869287478, 0.9659777506383033, 0.9666078693887414, 0.9689177789629844, 0.9666818043959547, 0.9667099395312828, 0.9656419463073447]"
nslkdd,BalancedRandomForest,default_attack_recall,0.7086963298,0.0040102196,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7128496844073872, 0.7116028987765916, 0.7080183900880542, 0.7050572742149147, 0.7039663367879685, 0.7167458895036235, 0.7092651757188498, 0.7058365152341619, 0.7079404659861295, 0.7056806670303125]"
nslkdd,BalancedRandomForest,false_alerts_per_10000_benign,434.6617238184,12.8015555389,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[456.1837091957574, 429.40994748223665, 418.0825867572855, 428.380187416332, 441.7670682730924, 419.1123468231902, 453.09442899804344, 433.5289877458552, 437.6480280094738, 429.40994748223665]"
nslkdd,BalancedRandomForest,attack_recall_at_validation_1pct_fpr,0.5493882958,0.0116949081,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5432089145172602, 0.537286682770981, 0.5428192940076365, 0.5488194498558404, 0.5400140263383465, 0.5653393594638821, 0.5550533780098185, 0.5594171277176031, 0.5671316138081509, 0.5347931115093899]"
nslkdd,BalancedRandomForest,attack_precision_at_validation_1pct_fpr,0.9686794906,0.0012544558,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9703507795100222, 0.9679910150217605, 0.9703301295445048, 0.968642552606244, 0.9662576687116564, 0.9677204215019342, 0.9692475166689345, 0.9689566743150223, 0.967947865407634, 0.9693502824858757]"
nslkdd,BalancedRandomForest,test_fpr_at_validation_1pct_fpr,0.0234785295,0.0011589567,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.021933889403768923, 0.023478529502625887, 0.021933889403768923, 0.023478529502625887, 0.02492019359489239, 0.02492019359489239, 0.02327257748944496, 0.023684481515806818, 0.024817217588301927, 0.02234579343013078]"
nslkdd,BalancedRandomForest,threshold_false_alerts_per_10000_benign,234.7852950263,11.5895671686,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[219.33889403768922, 234.7852950262589, 219.33889403768922, 234.7852950262589, 249.2019359489239, 249.2019359489239, 232.7257748944496, 236.84481515806817, 248.17217588301926, 223.4579343013078]"
nslkdd,EasyEnsemble,accuracy,0.7291119588,0.0324251012,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7132274662881476, 0.7272001419446416, 0.6476224272533712, 0.7549680624556423, 0.7443222143364088, 0.7315915542938254, 0.7220102909865153, 0.7419268985095813, 0.744277856635912, 0.763972675656494]"
nslkdd,EasyEnsemble,balanced_accuracy,0.5553011577,0.0186056059,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5351704872023603, 0.5449698799227357, 0.5242524164102067, 0.5752901626485912, 0.5473860282240073, 0.5596161567023962, 0.5690308779929668, 0.5700637824526342, 0.5460948362114578, 0.5811369493679807]"
nslkdd,EasyEnsemble,macro_precision,0.6091802177,0.0255473647,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5965636565476159, 0.6120972076401281, 0.5596692190369181, 0.6402011562473479, 0.6382209642908546, 0.5966286507297897, 0.5984175566927037, 0.6173905901406533, 0.5938681797330851, 0.6387449963235023]"
nslkdd,EasyEnsemble,macro_recall,0.5553011577,0.0186056059,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5351704872023603, 0.5449698799227357, 0.5242524164102067, 0.5752901626485912, 0.5473860282240073, 0.5596161567023962, 0.5690308779929668, 0.5700637824526342, 0.5460948362114578, 0.5811369493679807]"
nslkdd,EasyEnsemble,macro_f1,0.5346933991,0.0324302015,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5090248826321356, 0.514033050674115, 0.4641417991532936, 0.5661128789435786, 0.543487685934229, 0.5480841115550777, 0.5533558891848227, 0.5482519892132072, 0.526303819545369, 0.5741378843108784]"
