dataset,variant,metric,mean,sample_sd,seed_ids_json,seed_values_json
unsw,smotenc_tomek,false_alerts_per_10000_benign,2563.5945945946,26.5446594114,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[2590.2702702702704, 2590.0, 2596.4864864864867, 2545.675675675676, 2572.162162162162, 2521.891891891892, 2532.7027027027025, 2581.891891891892, 2561.891891891892, 2542.972972972973]"
unsw,smotenc_tomek,attack_recall_at_validation_1pct_fpr,0.9012397423,0.0067472342,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.885224565428395, 0.9038207006088415, 0.9008647313156269, 0.9033133327450807, 0.9016588723197742, 0.8991661519456454, 0.8976661078267008, 0.9112547427865525, 0.9042398305832524, 0.9051883878937615]"
unsw,smotenc_tomek,attack_precision_at_validation_1pct_fpr,0.9620446345,0.0067724777,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9760184847379302, 0.9589701579871269, 0.9627289657936302, 0.961582716919103, 0.9630327733666328, 0.9652371592981127, 0.9660747352927211, 0.949523043328353, 0.9586519797001801, 0.9586263286999183]"
unsw,smotenc_tomek,test_fpr_at_validation_1pct_fpr,0.0436675676,0.0083541454,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.02664864864864865, 0.047378378378378376, 0.04272972972972973, 0.044216216216216214, 0.042405405405405404, 0.039675675675675676, 0.038621621621621624, 0.059351351351351354, 0.047783783783783784, 0.04786486486486487]"
unsw,smotenc_tomek,threshold_false_alerts_per_10000_benign,436.6756756757,83.5414542607,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[266.4864864864865, 473.7837837837838, 427.2972972972973, 442.1621621621622, 424.05405405405406, 396.7567567567568, 386.2162162162162, 593.5135135135135, 477.8378378378378, 478.64864864864865]"
unsw,smotenc_tomek_weight,accuracy,0.6798219404,0.0010036313,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6807924014963805, 0.6805859204197638, 0.679893601515814, 0.6810353204100471, 0.6803187096147306, 0.6804401690715639, 0.6795413690909974, 0.6785454015449643, 0.6789826555895642, 0.6780838556089978]"
unsw,smotenc_tomek_weight,balanced_accuracy,0.6363350246,0.0044458061,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6353155874141242, 0.6414785697263904, 0.6306233324944717, 0.6304441542913235, 0.6435340013344939, 0.6365788520536457, 0.6356221703580655, 0.6329311300043652, 0.6361237533566235, 0.6406986953148388]"
unsw,smotenc_tomek_weight,macro_precision,0.4829108452,0.0053365519,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.4788186050606352, 0.4895973283747483, 0.477999763466896, 0.48317905274332607, 0.4880648587271157, 0.48830356248852214, 0.47968274804966005, 0.4758785590756654, 0.4786155408142819, 0.48896843318163025]"
unsw,smotenc_tomek_weight,macro_recall,0.6363350246,0.0044458061,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6353155874141242, 0.6414785697263904, 0.6306233324944717, 0.6304441542913235, 0.6435340013344939, 0.6365788520536457, 0.6356221703580655, 0.6329311300043652, 0.6361237533566235, 0.6406986953148388]"
unsw,smotenc_tomek_weight,macro_f1,0.4709836639,0.0024653806,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.47050668862595024, 0.47381728810307067, 0.46793281351164434, 0.47252501577934813, 0.4736548416043497, 0.47311269152044344, 0.46972462935629916, 0.46704826742910976, 0.4690368094747822, 0.47247759334844275]"
unsw,smotenc_tomek_weight,weighted_f1,0.7350097394,0.0008421662,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7362757177875734, 0.7352737037912142, 0.7351422717538464, 0.7355298238871865, 0.7357629504797346, 0.7355055277282654, 0.7348079013984803, 0.733775504837916, 0.7341771847442891, 0.7338468077998114]"
unsw,smotenc_tomek_weight,mcc,0.6161073942,0.0012795115,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6172186854908727, 0.6176438764186374, 0.6165072371072924, 0.6171412087489178, 0.6167473661946767, 0.6170109701933313, 0.6153747595887807, 0.6145150821257862, 0.6147460162574657, 0.6141687401054333]"
unsw,smotenc_tomek_weight,log_loss,0.8881736081,0.0052396141,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8917206220812189, 0.8867369354387152, 0.8845495163226806, 0.8814660788870783, 0.8908583584439955, 0.8903725813173916, 0.8785506084546378, 0.8928336664659452, 0.8897256919560897, 0.8949220213447387]"
unsw,smotenc_tomek_weight,macro_roc_auc_ovr,0.9538279401,0.0004886631,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9534987632363432, 0.9543208016824722, 0.9541697194028945, 0.9539656749193968, 0.9543343415738444, 0.9541613590140441, 0.953768305102221, 0.9527772067338913, 0.9533993037377844, 0.9538839254418529]"
unsw,smotenc_tomek_weight,macro_pr_auc_ovr,0.5390137117,0.0020576972,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.538330880462366, 0.5388195515723215, 0.5387142561140157, 0.537137318151997, 0.5397239905014598, 0.5371356950510972, 0.5380436670939386, 0.5390759949942914, 0.5387612932547969, 0.5443944695153847]"
unsw,smotenc_tomek_weight,attack_pr_auc,0.9839095359,0.0003315817,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9836358979898464, 0.9838116903294193, 0.9840794003493694, 0.9837180226923131, 0.9840665417535968, 0.9845064260318619, 0.9841618869205567, 0.9832846658722001, 0.983868541415097, 0.983962285836482]"
unsw,smotenc_tomek_weight,default_attack_recall,0.9938277596,0.0003619965,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9943307156092827, 0.9943307156092827, 0.9938895261625342, 0.9933380393540987, 0.9938012882731845, 0.9941101208859084, 0.9938895261625342, 0.9934042177711109, 0.9934262772434483, 0.9937571693285097]"
unsw,smotenc_tomek_weight,false_alerts_per_10000_benign,3789.7027027027,11.1489534948,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[3792.972972972973, 3791.0810810810813, 3801.891891891892, 3777.2972972972975, 3785.945945945946, 3774.5945945945946, 3779.189189189189, 3807.5675675675675, 3785.945945945946, 3800.5405405405404]"
unsw,smotenc_tomek_weight,attack_recall_at_validation_1pct_fpr,0.8822222712,0.0070083996,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8659445866054883, 0.8840554133945117, 0.8784964263654813, 0.8845407217859349, 0.8868349069090268, 0.8839230565604871, 0.8879378805258978, 0.890562957734051, 0.8829524397776405, 0.8769743227741993]"
unsw,smotenc_tomek_weight,attack_precision_at_validation_1pct_fpr,0.9619548370,0.0070258210,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9747467222884386, 0.9613548588288915, 0.9640747554953035, 0.9600402231426725, 0.9573272372243654, 0.9651003155181965, 0.9579931932313112, 0.94847758669298, 0.9618859944246851, 0.9685474833114067]"
unsw,smotenc_tomek_weight,test_fpr_at_validation_1pct_fpr,0.0428567568,0.0085009827,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.027486486486486487, 0.04354054054054054, 0.04010810810810811, 0.04510810810810811, 0.048432432432432435, 0.03916216216216216, 0.0477027027027027, 0.05927027027027027, 0.04286486486486486, 0.034891891891891895]"
unsw,smotenc_tomek_weight,threshold_false_alerts_per_10000_benign,428.5675675676,85.0098272247,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[274.86486486486484, 435.4054054054054, 401.0810810810811, 451.0810810810811, 484.3243243243243, 391.6216216216216, 477.02702702702703, 592.7027027027027, 428.64864864864865, 348.9189189189189]"
unsw,smotenc_tomek_residual_weight,accuracy,0.6963173493,0.0008900178,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6955618714473109, 0.696776466015644, 0.6958898119807608, 0.6971408443861439, 0.6974687849195939, 0.6971286984404605, 0.6964728173735607, 0.6963513579167274, 0.6945051741728611, 0.6958776660350775]"
unsw,smotenc_tomek_residual_weight,balanced_accuracy,0.6120420985,0.0043044166,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6141421389323882, 0.6180255672880908, 0.605427113413801, 0.6109560162026808, 0.6100220536228561, 0.6128864374230327, 0.6076014800395368, 0.6081594621948267, 0.6161210622262911, 0.6170796533907474]"
unsw,smotenc_tomek_residual_weight,macro_precision,0.5017329568,0.0043814229,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.49867564991319896, 0.503013330092579, 0.5001009070058096, 0.49632359192884357, 0.503239692512472, 0.5050746927179677, 0.5016039907735553, 0.49487863796599346, 0.5093819624916618, 0.505037112152242]"
unsw,smotenc_tomek_residual_weight,macro_recall,0.6120420985,0.0043044166,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6141421389323882, 0.6180255672880908, 0.605427113413801, 0.6109560162026808, 0.6100220536228561, 0.6128864374230327, 0.6076014800395368, 0.6081594621948267, 0.6161210622262911, 0.6170796533907474]"
unsw,smotenc_tomek_residual_weight,macro_f1,0.5108223114,0.0035097436,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5095043921125002, 0.5136523863527467, 0.5076234459646348, 0.5067589581100684, 0.5114010135728788, 0.5122993611398571, 0.510004818946679, 0.5057902039967146, 0.5159972535503222, 0.5151912805389577]"
unsw,smotenc_tomek_residual_weight,weighted_f1,0.7434016581,0.0007875987,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7425601434055253, 0.7436193847322401, 0.7428516014927058, 0.744146500164257, 0.7447075002224608, 0.7441201530216072, 0.7437145224023967, 0.7432814736355908, 0.7426447943165858, 0.7423705075532442]"
unsw,smotenc_tomek_residual_weight,mcc,0.6348192293,0.0009846674,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6338061871354298, 0.6355097908492819, 0.6344448605089237, 0.6356649881402004, 0.6365177985227346, 0.635592092724554, 0.6344435879350279, 0.6348321746166184, 0.6333778933531502, 0.6340029196668029]"
unsw,smotenc_tomek_residual_weight,log_loss,0.7195918070,0.0022873506,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7229598072616099, 0.7174647568454953, 0.7208598959218706, 0.7160776788547499, 0.7174898174555864, 0.7207015090263984, 0.7183034167724889, 0.7194819922641579, 0.7227345970344656, 0.7198445988849892]"
unsw,smotenc_tomek_residual_weight,macro_roc_auc_ovr,0.9598240427,0.0003370697,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9593612322378664, 0.9598073984130158, 0.9597768800682029, 0.9597524044651757, 0.9603208714253842, 0.9602589483202977, 0.9597920307212562, 0.9592681062321752, 0.9600567940590541, 0.9598457614296668]"
unsw,smotenc_tomek_residual_weight,macro_pr_auc_ovr,0.5515447826,0.0024096069,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5517746813959682, 0.554228092393678, 0.5491583698155809, 0.5512780148767285, 0.5519977568321341, 0.5508441627811365, 0.5482005348852963, 0.5490875701166543, 0.552929013631114, 0.5559496297674033]"
unsw,smotenc_tomek_residual_weight,attack_pr_auc,0.9854047917,0.0002803996,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9852726892612385, 0.9851743741844731, 0.9853349312272147, 0.9853540020298366, 0.9860139510658462, 0.985733812826127, 0.9854331077478208, 0.9854165863955666, 0.9852729208973178, 0.9850415409610092]"
unsw,smotenc_tomek_residual_weight,default_attack_recall,0.9935498103,0.0005122148,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9930071472690373, 0.9933380393540987, 0.9933380393540987, 0.9930292067413747, 0.9947277861113563, 0.9938895261625342, 0.9936248124944851, 0.9935586340774729, 0.9938012882731845, 0.9931836230477367]"
unsw,smotenc_tomek_residual_weight,false_alerts_per_10000_benign,3884.7027027027,16.4078763890,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[3893.2432432432433, 3892.4324324324325, 3894.054054054054, 3870.810810810811, 3881.891891891892, 3871.6216216216217, 3852.7027027027025, 3887.837837837838, 3912.4324324324325, 3890.0]"
unsw,smotenc_tomek_residual_weight,attack_recall_at_validation_1pct_fpr,0.8870356481,0.0061718047,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8723418335833407, 0.887739345274861, 0.8842098297008736, 0.8931659754698668, 0.8915997529339098, 0.8850480896496956, 0.8848274949263214, 0.8935630459719404, 0.8897688167299038, 0.8880922968322598]"
unsw,smotenc_tomek_residual_weight,attack_precision_at_validation_1pct_fpr,0.9681992754,0.0056666527,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9805598948647375, 0.9675658780534718, 0.9712852573422507, 0.9632440405386116, 0.9651368260184345, 0.9715704080397143, 0.9698251891970309, 0.9596995830174374, 0.965968962544305, 0.9671367141518726]"
unsw,smotenc_tomek_residual_weight,test_fpr_at_validation_1pct_fpr,0.0357702703,0.0067455192,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.02118918918918919, 0.036459459459459456, 0.032027027027027026, 0.041756756756756754, 0.03945945945945946, 0.03172972972972973, 0.03372972972972973, 0.045972972972972974, 0.03840540540540541, 0.03697297297297297]"
unsw,smotenc_tomek_residual_weight,threshold_false_alerts_per_10000_benign,357.7027027027,67.4551918358,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[211.8918918918919, 364.5945945945946, 320.27027027027026, 417.56756756756755, 394.5945945945946, 317.2972972972973, 337.2972972972973, 459.72972972972974, 384.05405405405406, 369.72972972972974]"
nslkdd,raw,accuracy,0.7750354862,0.0025683411,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7751508161816891, 0.7764371894960965, 0.7772799858055358, 0.7769251242015613, 0.7758605393896381, 0.7779009936124911, 0.7751064584811923, 0.7735095812633073, 0.772888573456352, 0.7692955997161107]"
nslkdd,raw,balanced_accuracy,0.5157660158,0.0027544594,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5135359016522609, 0.513481613418874, 0.5178761491835114, 0.5195286439193401, 0.5178301916221573, 0.5175664625646132, 0.5186502458530293, 0.5132642752113651, 0.5138829980731442, 0.5120436768190708]"
nslkdd,raw,macro_precision,0.8386509986,0.0099854208,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8456369343964036, 0.8249014301605303, 0.8334678066931989, 0.8549199393018376, 0.8354395240396697, 0.8320100081390484, 0.850125846775844, 0.8473162268335848, 0.8311422973375399, 0.8315499721746287]"
nslkdd,raw,macro_recall,0.5157660158,0.0027544594,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5135359016522609, 0.513481613418874, 0.5178761491835114, 0.5195286439193401, 0.5178301916221573, 0.5175664625646132, 0.5186502458530293, 0.5132642752113651, 0.5138829980731442, 0.5120436768190708]"
nslkdd,raw,macro_f1,0.5287038771,0.0046980261,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5237666258259653, 0.523328190180903, 0.5288635919369847, 0.5372643011025429, 0.5304580530174681, 0.5310885489770115, 0.5348508159218359, 0.5260468860610388, 0.526030364357348, 0.5253413936894331]"
nslkdd,raw,weighted_f1,0.7357620696,0.0031027839,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7346890726861658, 0.7366722966464889, 0.7380184005544161, 0.7388076912816445, 0.7356420764709939, 0.7403168923295579, 0.7367325719906416, 0.7327656958046195, 0.7343470861426222, 0.7296289122721458]"
nslkdd,raw,mcc,0.6739436851,0.0037144145,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6741630040839378, 0.6757038648224386, 0.6769310960915444, 0.6770007224911269, 0.6749654592114859, 0.6782508673820725, 0.6741834343221308, 0.6717190025138126, 0.6708613851861115, 0.6656580147864157]"
nslkdd,raw,log_loss,1.5984233182,0.0700094133,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[1.7040736665298946, 1.6964090534137304, 1.5529781651590129, 1.559390205592179, 1.621126183933842, 1.464818962784699, 1.6030795643048084, 1.6230957093783964, 1.5742666428151817, 1.5849950279398113]"
nslkdd,raw,macro_roc_auc_ovr,0.9535034444,0.0032946465,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9533781317233367, 0.9541075827494355, 0.9540999408195677, 0.9561736165496815, 0.9456623586791896, 0.9571999034256379, 0.9503353983684221, 0.9545601308736023, 0.9551917762315423, 0.9543256044229977]"
nslkdd,raw,macro_pr_auc_ovr,0.7343105664,0.0126839489,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7419864962539842, 0.7326620464758136, 0.7404145680691263, 0.7458822959691963, 0.7090863683164781, 0.7502743425237037, 0.7171662210101921, 0.7309558056544933, 0.7378469641334149, 0.7368305553781547]"
nslkdd,raw,attack_pr_auc,0.9723251200,0.0010437217,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9702397284279783, 0.972285486757959, 0.9722865203619818, 0.9723786430356165, 0.9716180336520311, 0.9733098826735381, 0.9740253033445145, 0.9724766318846367, 0.9730455252018123, 0.9715854442946884]"
nslkdd,raw,default_attack_recall,0.6510169095,0.0048118790,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6509000233772306, 0.6556533935946388, 0.6587703576716278, 0.6493415413387361, 0.6547962284734669, 0.6532377464349723, 0.6497311618483597, 0.6475492869944673, 0.6483285280137147, 0.6418608275539625]"
nslkdd,raw,false_alerts_per_10000_benign,278.6530738338,1.6245713886,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[277.0054577283493, 278.0352177942539, 278.0352177942539, 278.0352177942539, 279.0649778601586, 281.12449799196787, 277.0054577283493, 280.0947379260632, 277.0054577283493, 281.12449799196787]"
nslkdd,raw,attack_recall_at_validation_1pct_fpr,0.8071300553,0.0190076410,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.824670770669368, 0.8027740980285202, 0.8278656588482818, 0.782124211018468, 0.8372165510792489, 0.8110340528325412, 0.7862541884204785, 0.8037091872516169, 0.7850074027896828, 0.8106444323229175]"
nslkdd,raw,attack_precision_at_validation_1pct_fpr,0.9642134250,0.0011150016,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9634923525127458, 0.9650585480093676, 0.9643278569483525, 0.9634286811288155, 0.9629828807026979, 0.9664778530968521, 0.9647193804379004, 0.9627555306636797, 0.9647577092511013, 0.9641334569045412]"
nslkdd,raw,test_fpr_at_validation_1pct_fpr,0.0395942745,0.0017443553,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.041293378642776234, 0.03841005045824323, 0.04046957059005252, 0.039233858510966946, 0.042529090721861805, 0.03717433837915766, 0.037998146431881374, 0.0410874266295953, 0.037895170425290906, 0.03985171455050973]"
nslkdd,raw,threshold_false_alerts_per_10000_benign,395.9427453403,17.4435532863,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[412.93378642776236, 384.1005045824323, 404.6957059005252, 392.33858510966945, 425.2909072186181, 371.74338379157655, 379.9814643188137, 410.874266295953, 378.95170425290905, 398.5171455050973]"
nslkdd,raw_weight,accuracy,0.7877262243,0.0033593129,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7853530872959545, 0.7869943222143364, 0.7932487579843861, 0.7845990063875089, 0.7884137686302342, 0.7905872959545777, 0.7853530872959545, 0.7823811213626686, 0.7905872959545777, 0.7897444996451384]"
nslkdd,raw_weight,balanced_accuracy,0.5452688508,0.0062105824,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5416537962872261, 0.5414500973656656, 0.5557476991551098, 0.5425013240827472, 0.546815884921026, 0.5499637367091438, 0.5385144671780362, 0.5365799578385988, 0.5526164026035147, 0.5468451414719728]"
nslkdd,raw_weight,macro_precision,0.8358378442,0.0076294712,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8415289309934947, 0.842149326454648, 0.8365612080912811, 0.827894884859979, 0.8362907197901264, 0.821566807317631, 0.8437987721005665, 0.8287803452588154, 0.8442584529225143, 0.835548993977179]"
nslkdd,raw_weight,macro_recall,0.5452688508,0.0062105824,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5416537962872261, 0.5414500973656656, 0.5557476991551098, 0.5425013240827472, 0.546815884921026, 0.5499637367091438, 0.5385144671780362, 0.5365799578385988, 0.5526164026035147, 0.5468451414719728]"
nslkdd,raw_weight,macro_f1,0.5662151762,0.0076596257,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5609670470556798, 0.5618686705527625, 0.5782104299727205, 0.5621912481395677, 0.5706643381572005, 0.5701983105071183, 0.5576998069134936, 0.5555207073969615, 0.5757383699306831, 0.5690928333178598]"
nslkdd,raw_weight,weighted_f1,0.7546071921,0.0052175783,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7500448629035619, 0.7536527756673859, 0.7627488876707915, 0.7491045590471312, 0.7567906138594356, 0.7582635735196844, 0.750231497753014, 0.7474025503024082, 0.7593575068348192, 0.7584750939074261]"
nslkdd,raw_weight,mcc,0.6924240994,0.0048908437,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6890101472677891, 0.6913195722338304, 0.7006101341623824, 0.687847646817482, 0.6932004887291032, 0.6964207839655354, 0.6892325956973476, 0.684609991179805, 0.6967467277191515, 0.6952429061048427]"
nslkdd,raw_weight,log_loss,1.5336607907,0.1024788885,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[1.664051922395953, 1.6827696292845256, 1.5519795426811815, 1.4766013868827097, 1.591008973903637, 1.320545094878842, 1.494392961229134, 1.496158485482903, 1.5303748210325414, 1.528725089098136]"
nslkdd,raw_weight,macro_roc_auc_ovr,0.9503593359,0.0038969939,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9466364653833818, 0.9464625944513608, 0.9521215704311731, 0.9518184585294224, 0.9438078536805901, 0.9557509002238931, 0.9550201753821955, 0.9528267175861304, 0.9487480612752923, 0.9504005622563447]"
nslkdd,raw_weight,macro_pr_auc_ovr,0.7440691388,0.0138009622,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7458994426372563, 0.7296445305798624, 0.7565490899414694, 0.7459319301731976, 0.7141615083683439, 0.7558103656639822, 0.7584434542408326, 0.7529247358283075, 0.7394396662622242, 0.7418866644297062]"
nslkdd,raw_weight,attack_pr_auc,0.9679927415,0.0033163533,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9650471331085504, 0.9608205515989201, 0.9687112953664913, 0.9695406718036639, 0.9664030422096936, 0.9719906612255494, 0.9712958180665694, 0.970152073555225, 0.9689502304116528, 0.9670159374396684]"
nslkdd,raw_weight,default_attack_recall,0.6764747136,0.0065151260,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.6724849996103794, 0.6745889503623471, 0.6866671861606795, 0.6720953791007559, 0.6782513831528092, 0.6840956907971636, 0.6684329463102938, 0.6674199329852724, 0.6812124990259487, 0.6794981687836048]"
nslkdd,raw_weight,false_alerts_per_10000_benign,285.3465142622,3.1627774688,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[285.24353825558643, 282.15425805787254, 280.0947379260632, 287.3030583873957, 286.2732983214911, 290.39233858510966, 283.18401812377715, 287.3030583873957, 283.18401812377715, 288.3328184533004]"
nslkdd,raw_weight,attack_recall_at_validation_1pct_fpr,0.8140653004,0.0078852321,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8139172446037559, 0.8043325800670147, 0.809631418997896, 0.8044105041689394, 0.8176576014961427, 0.8115015974440895, 0.8181251461076912, 0.830904698823346, 0.8111899010363905, 0.8189823112288631]"
nslkdd,raw_weight,attack_precision_at_validation_1pct_fpr,0.9646210942,0.0008563613,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.9640055376095985, 0.9655753040224508, 0.9643586411731947, 0.9653979238754326, 0.9634560646405289, 0.9648846474566849, 0.9660471107839529, 0.9637563268257412, 0.9639781461246412, 0.9647512392142463]"
nslkdd,raw_weight,test_fpr_at_validation_1pct_fpr,0.0394604057,0.0012094994,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.040160642570281124, 0.037895170425290906, 0.03954278653073834, 0.038101122438471836, 0.04098445062300484, 0.039027906497786015, 0.037998146431881374, 0.041293378642776234, 0.04005766656369066, 0.03954278653073834]"
nslkdd,raw_weight,threshold_false_alerts_per_10000_benign,394.6040572547,12.0949936062,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[401.60642570281124, 378.95170425290905, 395.4278653073834, 381.01122438471833, 409.8445062300484, 390.2790649778602, 379.9814643188137, 412.93378642776236, 400.5766656369066, 395.4278653073834]"
nslkdd,random_over,accuracy,0.7842264017,0.0030809502,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7846877217885024, 0.7830464868701207, 0.7846877217885024, 0.7777235628105039, 0.7818488289567069, 0.7826029098651526, 0.7876153300212917, 0.7852200141944642, 0.78708303761533, 0.7877484031227822]"
nslkdd,random_over,balanced_accuracy,0.5313322687,0.0057294674,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5322843730366578, 0.5289481219679096, 0.5333986420516005, 0.5193257068165327, 0.5262781542099526, 0.529142538178425, 0.5363668303556187, 0.5320827095187333, 0.5367845045957498, 0.538711106213349]"
nslkdd,random_over,macro_precision,0.8299560403,0.0109310426,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.8372280746218902, 0.8171647139408428, 0.813594336744138, 0.8273453121223365, 0.8352161263566942, 0.8252294627834196, 0.8488026267148957, 0.822427837189767, 0.8408915868238662, 0.8316603260024747]"
nslkdd,random_over,macro_recall,0.5313322687,0.0057294674,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5322843730366578, 0.5289481219679096, 0.5333986420516005, 0.5193257068165327, 0.5262781542099526, 0.529142538178425, 0.5363668303556187, 0.5320827095187333, 0.5367845045957498, 0.538711106213349]"
nslkdd,random_over,macro_f1,0.5505642698,0.0061967733,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.5454211408158065, 0.5461350679083612, 0.5512431404191338, 0.5398890939531866, 0.5487378109436636, 0.5476263367686645, 0.5559352108494182, 0.5530439444102637, 0.557730302669867, 0.559880648923293]"
nslkdd,random_over,weighted_f1,0.7505546552,0.0042457213,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[0.7475427680947235, 0.7479581993271425, 0.7506564839951962, 0.7425536622353329, 0.7492441849544216, 0.7483310143314654, 0.7548526731032924, 0.7535266474560711, 0.7548546807478258, 0.7560262375677489]"
